Batting Team,Balling Team,Venue,Match Date,Over number,Score after over,Wickets after over,Inning Score
RCB,CSK,Bengaluru,"March 23 2010,",2,8,0,171
RCB,CSK,Bengaluru,"March 23 2010,",3,17,0,171
RCB,CSK,Bengaluru,"March 23 2010,",4,19,0,171
RCB,CSK,Bengaluru,"March 23 2010,",5,29,1,171
RCB,CSK,Bengaluru,"March 23 2010,",6,38,1,171
RCB,CSK,Bengaluru,"March 23 2010,",7,52,1,171
RCB,CSK,Bengaluru,"March 23 2010,",8,59,2,171
RCB,CSK,Bengaluru,"March 23 2010,",9,61,2,171
RCB,CSK,Bengaluru,"March 23 2010,",10,67,3,171
RCB,CSK,Bengaluru,"March 23 2010,",11,75,3,171
RCB,CSK,Bengaluru,"March 23 2010,",12,86,3,171
RCB,CSK,Bengaluru,"March 23 2010,",13,94,3,171
RCB,CSK,Bengaluru,"March 23 2010,",14,99,3,171
RCB,CSK,Bengaluru,"March 23 2010,",15,104,3,171
RCB,CSK,Bengaluru,"March 23 2010,",16,110,4,171
RCB,CSK,Bengaluru,"March 23 2010,",17,119,5,171
RCB,CSK,Bengaluru,"March 23 2010,",18,130,5,171
RCB,CSK,Bengaluru,"March 23 2010,",19,154,5,171
RCB,CSK,Bengaluru,"March 23 2010,",20,171,5,171
CSK,RCB,Bengaluru,"March 23 2010,",1,2,1,135
CSK,RCB,Bengaluru,"March 23 2010,",2,10,1,135
CSK,RCB,Bengaluru,"March 23 2010,",3,18,1,135
CSK,RCB,Bengaluru,"March 23 2010,",4,21,1,135
CSK,RCB,Bengaluru,"March 23 2010,",5,22,1,135
CSK,RCB,Bengaluru,"March 23 2010,",6,29,1,135
CSK,RCB,Bengaluru,"March 23 2010,",7,33,1,135
CSK,RCB,Bengaluru,"March 23 2010,",8,46,1,135
CSK,RCB,Bengaluru,"March 23 2010,",9,53,1,135
CSK,RCB,Bengaluru,"March 23 2010,",10,61,3,135
CSK,RCB,Bengaluru,"March 23 2010,",11,64,3,135
CSK,RCB,Bengaluru,"March 23 2010,",12,73,4,135
CSK,RCB,Bengaluru,"March 23 2010,",13,80,5,135
CSK,RCB,Bengaluru,"March 23 2010,",14,89,5,135
CSK,RCB,Bengaluru,"March 23 2010,",15,95,5,135
CSK,RCB,Bengaluru,"March 23 2010,",16,107,6,135
CSK,RCB,Bengaluru,"March 23 2010,",17,112,6,135
CSK,RCB,Bengaluru,"March 23 2010,",18,117,6,135
CSK,RCB,Bengaluru,"March 23 2010,",19,124,6,135
CSK,RCB,Bengaluru,"March 23 2010,",20,135,7,135
KKR,MI,Brabourne,"March 22 2010,",1,10,0,155
KKR,MI,Brabourne,"March 22 2010,",2,11,0,155
KKR,MI,Brabourne,"March 22 2010,",3,25,0,155
KKR,MI,Brabourne,"March 22 2010,",4,29,0,155
KKR,MI,Brabourne,"March 22 2010,",5,34,0,155
KKR,MI,Brabourne,"March 22 2010,",6,41,0,155
KKR,MI,Brabourne,"March 22 2010,",7,46,0,155
KKR,MI,Brabourne,"March 22 2010,",8,56,0,155
KKR,MI,Brabourne,"March 22 2010,",9,60,0,155
KKR,MI,Brabourne,"March 22 2010,",10,67,0,155
KKR,MI,Brabourne,"March 22 2010,",11,70,1,155
KKR,MI,Brabourne,"March 22 2010,",12,74,1,155
KKR,MI,Brabourne,"March 22 2010,",13,80,1,155
KKR,MI,Brabourne,"March 22 2010,",14,93,1,155
KKR,MI,Brabourne,"March 22 2010,",15,102,1,155
KKR,MI,Brabourne,"March 22 2010,",16,118,1,155
KKR,MI,Brabourne,"March 22 2010,",17,125,1,155
KKR,MI,Brabourne,"March 22 2010,",18,139,1,155
KKR,MI,Brabourne,"March 22 2010,",19,148,1,155
KKR,MI,Brabourne,"March 22 2010,",20,155,3,155
MI,KKR,Brabourne,"March 22 2010,",1,12,0,156
MI,KKR,Brabourne,"March 22 2010,",2,24,0,156
MI,KKR,Brabourne,"March 22 2010,",3,31,0,156
MI,KKR,Brabourne,"March 22 2010,",4,45,0,156
MI,KKR,Brabourne,"March 22 2010,",5,51,0,156
MI,KKR,Brabourne,"March 22 2010,",6,57,0,156
MI,KKR,Brabourne,"March 22 2010,",7,61,1,156
MI,KKR,Brabourne,"March 22 2010,",8,69,1,156
MI,KKR,Brabourne,"March 22 2010,",9,71,1,156
MI,KKR,Brabourne,"March 22 2010,",10,76,1,156
MI,KKR,Brabourne,"March 22 2010,",11,80,1,156
MI,KKR,Brabourne,"March 22 2010,",12,92,1,156
MI,KKR,Brabourne,"March 22 2010,",13,106,1,156
MI,KKR,Brabourne,"March 22 2010,",14,117,2,156
MI,KKR,Brabourne,"March 22 2010,",15,122,2,156
MI,KKR,Brabourne,"March 22 2010,",16,129,3,156
MI,KKR,Brabourne,"March 22 2010,",17,139,3,156
MI,KKR,Brabourne,"March 22 2010,",18,152,3,156
MI,KKR,Brabourne,"March 22 2010,",19,156,3,156
Kings XI,CSK,Chennai,"March 21 2010,",1,2,0,136
Kings XI,CSK,Chennai,"March 21 2010,",2,13,0,136
Kings XI,CSK,Chennai,"March 21 2010,",3,18,1,136
Kings XI,CSK,Chennai,"March 21 2010,",4,21,1,136
Kings XI,CSK,Chennai,"March 21 2010,",5,30,1,136
Kings XI,CSK,Chennai,"March 21 2010,",6,38,1,136
Kings XI,CSK,Chennai,"March 21 2010,",7,41,1,136
Kings XI,CSK,Chennai,"March 21 2010,",8,54,1,136
Kings XI,CSK,Chennai,"March 21 2010,",9,55,2,136
Kings XI,CSK,Chennai,"March 21 2010,",10,59,3,136
Kings XI,CSK,Chennai,"March 21 2010,",11,64,4,136
Kings XI,CSK,Chennai,"March 21 2010,",12,78,4,136
Kings XI,CSK,Chennai,"March 21 2010,",13,87,4,136
Kings XI,CSK,Chennai,"March 21 2010,",14,92,4,136
Kings XI,CSK,Chennai,"March 21 2010,",15,98,4,136
Kings XI,CSK,Chennai,"March 21 2010,",16,107,4,136
Kings XI,CSK,Chennai,"March 21 2010,",17,114,5,136
Kings XI,CSK,Chennai,"March 21 2010,",18,122,5,136
Kings XI,CSK,Chennai,"March 21 2010,",19,124,7,136
Kings XI,CSK,Chennai,"March 21 2010,",20,136,8,136
CSK,Kings XI,Chennai,"March 21 2010,",1,6,0,136
CSK,Kings XI,Chennai,"March 21 2010,",2,8,0,136
CSK,Kings XI,Chennai,"March 21 2010,",3,14,0,136
CSK,Kings XI,Chennai,"March 21 2010,",4,25,0,136
CSK,Kings XI,Chennai,"March 21 2010,",5,34,0,136
CSK,Kings XI,Chennai,"March 21 2010,",6,42,0,136
CSK,Kings XI,Chennai,"March 21 2010,",7,51,0,136
CSK,Kings XI,Chennai,"March 21 2010,",8,60,0,136
CSK,Kings XI,Chennai,"March 21 2010,",9,67,1,136
CSK,Kings XI,Chennai,"March 21 2010,",10,73,1,136
CSK,Kings XI,Chennai,"March 21 2010,",11,83,1,136
CSK,Kings XI,Chennai,"March 21 2010,",12,94,1,136
CSK,Kings XI,Chennai,"March 21 2010,",13,97,3,136
CSK,Kings XI,Chennai,"March 21 2010,",14,104,4,136
CSK,Kings XI,Chennai,"March 21 2010,",15,109,4,136
CSK,Kings XI,Chennai,"March 21 2010,",16,112,4,136
CSK,Kings XI,Chennai,"March 21 2010,",17,117,4,136
CSK,Kings XI,Chennai,"March 21 2010,",18,124,5,136
CSK,Kings XI,Chennai,"March 21 2010,",19,127,6,136
CSK,Kings XI,Chennai,"March 21 2010,",20,136,7,136
Chargers,Daredevils,Cuttack,"March 21 2010,",1,4,1,171
Chargers,Daredevils,Cuttack,"March 21 2010,",2,18,1,171
Chargers,Daredevils,Cuttack,"March 21 2010,",3,24,1,171
Chargers,Daredevils,Cuttack,"March 21 2010,",4,34,1,171
Chargers,Daredevils,Cuttack,"March 21 2010,",5,44,2,171
Chargers,Daredevils,Cuttack,"March 21 2010,",6,47,2,171
Chargers,Daredevils,Cuttack,"March 21 2010,",7,57,2,171
Chargers,Daredevils,Cuttack,"March 21 2010,",8,61,2,171
Chargers,Daredevils,Cuttack,"March 21 2010,",9,71,2,171
Chargers,Daredevils,Cuttack,"March 21 2010,",10,77,3,171
Chargers,Daredevils,Cuttack,"March 21 2010,",11,83,3,171
Chargers,Daredevils,Cuttack,"March 21 2010,",12,95,3,171
Chargers,Daredevils,Cuttack,"March 21 2010,",13,102,3,171
Chargers,Daredevils,Cuttack,"March 21 2010,",14,108,4,171
Chargers,Daredevils,Cuttack,"March 21 2010,",15,115,4,171
Chargers,Daredevils,Cuttack,"March 21 2010,",16,124,4,171
Chargers,Daredevils,Cuttack,"March 21 2010,",17,142,4,171
Chargers,Daredevils,Cuttack,"March 21 2010,",18,156,4,171
Chargers,Daredevils,Cuttack,"March 21 2010,",19,164,5,171
Chargers,Daredevils,Cuttack,"March 21 2010,",20,171,6,171
Daredevils,Chargers,Cuttack,"March 21 2010,",1,9,0,161
Daredevils,Chargers,Cuttack,"March 21 2010,",2,29,0,161
Daredevils,Chargers,Cuttack,"March 21 2010,",3,32,0,161
Daredevils,Chargers,Cuttack,"March 21 2010,",4,35,1,161
Daredevils,Chargers,Cuttack,"March 21 2010,",5,41,1,161
Daredevils,Chargers,Cuttack,"March 21 2010,",6,48,1,161
Daredevils,Chargers,Cuttack,"March 21 2010,",7,60,1,161
Daredevils,Chargers,Cuttack,"March 21 2010,",8,68,1,161
Daredevils,Chargers,Cuttack,"March 21 2010,",9,81,1,161
Daredevils,Chargers,Cuttack,"March 21 2010,",10,85,1,161
Daredevils,Chargers,Cuttack,"March 21 2010,",11,91,2,161
Daredevils,Chargers,Cuttack,"March 21 2010,",12,97,2,161
Daredevils,Chargers,Cuttack,"March 21 2010,",13,100,3,161
Daredevils,Chargers,Cuttack,"March 21 2010,",14,105,3,161
Daredevils,Chargers,Cuttack,"March 21 2010,",15,116,4,161
Daredevils,Chargers,Cuttack,"March 21 2010,",16,131,4,161
Daredevils,Chargers,Cuttack,"March 21 2010,",17,135,5,161
Daredevils,Chargers,Cuttack,"March 21 2010,",18,152,5,161
Daredevils,Chargers,Cuttack,"March 21 2010,",19,158,7,161
Daredevils,Chargers,Cuttack,"March 21 2010,",20,161,9,161
MI,RCB,Brabourne,"March 20 2010,",1,5,0,151
MI,RCB,Brabourne,"March 20 2010,",2,11,1,151
MI,RCB,Brabourne,"March 20 2010,",3,18,1,151
MI,RCB,Brabourne,"March 20 2010,",4,32,1,151
MI,RCB,Brabourne,"March 20 2010,",5,37,2,151
MI,RCB,Brabourne,"March 20 2010,",6,45,2,151
MI,RCB,Brabourne,"March 20 2010,",7,57,2,151
MI,RCB,Brabourne,"March 20 2010,",8,62,2,151
MI,RCB,Brabourne,"March 20 2010,",9,69,2,151
MI,RCB,Brabourne,"March 20 2010,",10,74,3,151
MI,RCB,Brabourne,"March 20 2010,",11,76,6,151
MI,RCB,Brabourne,"March 20 2010,",12,80,6,151
MI,RCB,Brabourne,"March 20 2010,",13,89,6,151
MI,RCB,Brabourne,"March 20 2010,",14,91,6,151
MI,RCB,Brabourne,"March 20 2010,",15,102,6,151
MI,RCB,Brabourne,"March 20 2010,",16,108,6,151
MI,RCB,Brabourne,"March 20 2010,",17,123,6,151
MI,RCB,Brabourne,"March 20 2010,",18,127,8,151
MI,RCB,Brabourne,"March 20 2010,",19,135,8,151
MI,RCB,Brabourne,"March 20 2010,",20,151,9,151
RCB,MI,Brabourne,"March 20 2010,",1,4,0,155
RCB,MI,Brabourne,"March 20 2010,",2,6,0,155
RCB,MI,Brabourne,"March 20 2010,",3,16,0,155
RCB,MI,Brabourne,"March 20 2010,",4,28,0,155
RCB,MI,Brabourne,"March 20 2010,",5,40,0,155
RCB,MI,Brabourne,"March 20 2010,",6,55,0,155
RCB,MI,Brabourne,"March 20 2010,",7,64,0,155
RCB,MI,Brabourne,"March 20 2010,",8,68,0,155
RCB,MI,Brabourne,"March 20 2010,",9,77,0,155
RCB,MI,Brabourne,"March 20 2010,",10,85,1,155
RCB,MI,Brabourne,"March 20 2010,",11,92,1,155
RCB,MI,Brabourne,"March 20 2010,",12,100,1,155
RCB,MI,Brabourne,"March 20 2010,",13,110,1,155
RCB,MI,Brabourne,"March 20 2010,",14,115,1,155
RCB,MI,Brabourne,"March 20 2010,",15,117,2,155
RCB,MI,Brabourne,"March 20 2010,",16,132,2,155
RCB,MI,Brabourne,"March 20 2010,",17,136,3,155
RCB,MI,Brabourne,"March 20 2010,",18,142,3,155
RCB,MI,Brabourne,"March 20 2010,",19,151,3,155
RCB,MI,Brabourne,"March 20 2010,",20,155,3,155
RR,KKR,Ahmedabad,"March 20 2010,",1,6,1,168
RR,KKR,Ahmedabad,"March 20 2010,",2,14,1,168
RR,KKR,Ahmedabad,"March 20 2010,",3,27,1,168
RR,KKR,Ahmedabad,"March 20 2010,",4,36,1,168
RR,KKR,Ahmedabad,"March 20 2010,",5,42,2,168
RR,KKR,Ahmedabad,"March 20 2010,",6,56,2,168
RR,KKR,Ahmedabad,"March 20 2010,",7,59,2,168
RR,KKR,Ahmedabad,"March 20 2010,",8,67,2,168
RR,KKR,Ahmedabad,"March 20 2010,",9,80,3,168
RR,KKR,Ahmedabad,"March 20 2010,",10,92,3,168
RR,KKR,Ahmedabad,"March 20 2010,",11,95,3,168
RR,KKR,Ahmedabad,"March 20 2010,",12,103,3,168
RR,KKR,Ahmedabad,"March 20 2010,",13,105,4,168
RR,KKR,Ahmedabad,"March 20 2010,",14,117,4,168
RR,KKR,Ahmedabad,"March 20 2010,",15,124,4,168
RR,KKR,Ahmedabad,"March 20 2010,",16,135,4,168
RR,KKR,Ahmedabad,"March 20 2010,",17,142,4,168
RR,KKR,Ahmedabad,"March 20 2010,",18,145,6,168
RR,KKR,Ahmedabad,"March 20 2010,",19,151,7,168
RR,KKR,Ahmedabad,"March 20 2010,",20,168,7,168
KKR,RR,Ahmedabad,"March 20 2010,",1,5,0,134
KKR,RR,Ahmedabad,"March 20 2010,",2,11,0,134
KKR,RR,Ahmedabad,"March 20 2010,",3,18,1,134
KKR,RR,Ahmedabad,"March 20 2010,",4,27,1,134
KKR,RR,Ahmedabad,"March 20 2010,",5,37,1,134
KKR,RR,Ahmedabad,"March 20 2010,",6,38,1,134
KKR,RR,Ahmedabad,"March 20 2010,",7,43,1,134
KKR,RR,Ahmedabad,"March 20 2010,",8,50,1,134
KKR,RR,Ahmedabad,"March 20 2010,",9,59,1,134
KKR,RR,Ahmedabad,"March 20 2010,",10,65,1,134
KKR,RR,Ahmedabad,"March 20 2010,",11,72,2,134
KKR,RR,Ahmedabad,"March 20 2010,",12,79,2,134
KKR,RR,Ahmedabad,"March 20 2010,",13,87,2,134
KKR,RR,Ahmedabad,"March 20 2010,",14,95,2,134
KKR,RR,Ahmedabad,"March 20 2010,",15,99,3,134
KKR,RR,Ahmedabad,"March 20 2010,",16,109,3,134
KKR,RR,Ahmedabad,"March 20 2010,",17,117,3,134
KKR,RR,Ahmedabad,"March 20 2010,",18,127,3,134
KKR,RR,Ahmedabad,"March 20 2010,",19,132,3,134
KKR,RR,Ahmedabad,"March 20 2010,",20,134,5,134
Chargers,Kings XI,Cuttack,"March 19 2010,",1,4,0,170
Chargers,Kings XI,Cuttack,"March 19 2010,",2,28,0,170
Chargers,Kings XI,Cuttack,"March 19 2010,",3,43,1,170
Chargers,Kings XI,Cuttack,"March 19 2010,",4,46,1,170
Chargers,Kings XI,Cuttack,"March 19 2010,",5,53,1,170
Chargers,Kings XI,Cuttack,"March 19 2010,",6,56,1,170
Chargers,Kings XI,Cuttack,"March 19 2010,",7,65,1,170
Chargers,Kings XI,Cuttack,"March 19 2010,",8,77,1,170
Chargers,Kings XI,Cuttack,"March 19 2010,",9,84,1,170
Chargers,Kings XI,Cuttack,"March 19 2010,",10,100,1,170
Chargers,Kings XI,Cuttack,"March 19 2010,",11,103,3,170
Chargers,Kings XI,Cuttack,"March 19 2010,",12,113,4,170
Chargers,Kings XI,Cuttack,"March 19 2010,",13,115,4,170
Chargers,Kings XI,Cuttack,"March 19 2010,",14,119,4,170
Chargers,Kings XI,Cuttack,"March 19 2010,",15,125,4,170
Chargers,Kings XI,Cuttack,"March 19 2010,",16,134,4,170
Chargers,Kings XI,Cuttack,"March 19 2010,",17,144,5,170
Chargers,Kings XI,Cuttack,"March 19 2010,",18,157,5,170
Chargers,Kings XI,Cuttack,"March 19 2010,",19,162,6,170
Chargers,Kings XI,Cuttack,"March 19 2010,",20,170,7,170
Kings XI,Chargers,Cuttack,"March 19 2010,",1,9,0,164
Kings XI,Chargers,Cuttack,"March 19 2010,",2,10,0,164
Kings XI,Chargers,Cuttack,"March 19 2010,",3,11,2,164
Kings XI,Chargers,Cuttack,"March 19 2010,",4,18,2,164
Kings XI,Chargers,Cuttack,"March 19 2010,",5,22,3,164
Kings XI,Chargers,Cuttack,"March 19 2010,",6,27,3,164
Kings XI,Chargers,Cuttack,"March 19 2010,",7,39,3,164
Kings XI,Chargers,Cuttack,"March 19 2010,",8,48,4,164
Kings XI,Chargers,Cuttack,"March 19 2010,",9,51,4,164
Kings XI,Chargers,Cuttack,"March 19 2010,",10,57,4,164
Kings XI,Chargers,Cuttack,"March 19 2010,",11,64,5,164
Kings XI,Chargers,Cuttack,"March 19 2010,",12,68,6,164
Kings XI,Chargers,Cuttack,"March 19 2010,",13,71,6,164
Kings XI,Chargers,Cuttack,"March 19 2010,",14,84,6,164
Kings XI,Chargers,Cuttack,"March 19 2010,",15,98,6,164
Kings XI,Chargers,Cuttack,"March 19 2010,",16,104,6,164
Kings XI,Chargers,Cuttack,"March 19 2010,",17,125,7,164
Kings XI,Chargers,Cuttack,"March 19 2010,",18,138,7,164
Kings XI,Chargers,Cuttack,"March 19 2010,",19,152,7,164
Kings XI,Chargers,Cuttack,"March 19 2010,",20,164,8,164
Daredevils,CSK,Delhi,"March 19 2010,",1,9,0,185
Daredevils,CSK,Delhi,"March 19 2010,",2,19,0,185
Daredevils,CSK,Delhi,"March 19 2010,",3,28,0,185
Daredevils,CSK,Delhi,"March 19 2010,",4,36,1,185
Daredevils,CSK,Delhi,"March 19 2010,",5,50,1,185
Daredevils,CSK,Delhi,"March 19 2010,",6,52,1,185
Daredevils,CSK,Delhi,"March 19 2010,",7,67,1,185
Daredevils,CSK,Delhi,"March 19 2010,",8,79,1,185
Daredevils,CSK,Delhi,"March 19 2010,",9,84,1,185
Daredevils,CSK,Delhi,"March 19 2010,",10,89,1,185
Daredevils,CSK,Delhi,"March 19 2010,",11,101,1,185
Daredevils,CSK,Delhi,"March 19 2010,",12,105,3,185
Daredevils,CSK,Delhi,"March 19 2010,",13,115,4,185
Daredevils,CSK,Delhi,"March 19 2010,",14,127,4,185
Daredevils,CSK,Delhi,"March 19 2010,",15,139,4,185
Daredevils,CSK,Delhi,"March 19 2010,",16,144,4,185
Daredevils,CSK,Delhi,"March 19 2010,",17,150,5,185
Daredevils,CSK,Delhi,"March 19 2010,",18,159,5,185
Daredevils,CSK,Delhi,"March 19 2010,",19,173,5,185
Daredevils,CSK,Delhi,"March 19 2010,",20,185,6,185
CSK,Daredevils,Delhi,"March 19 2010,",1,4,0,190
CSK,Daredevils,Delhi,"March 19 2010,",2,21,0,190
CSK,Daredevils,Delhi,"March 19 2010,",3,23,1,190
CSK,Daredevils,Delhi,"March 19 2010,",4,32,1,190
CSK,Daredevils,Delhi,"March 19 2010,",5,50,1,190
CSK,Daredevils,Delhi,"March 19 2010,",6,56,1,190
CSK,Daredevils,Delhi,"March 19 2010,",7,64,2,190
CSK,Daredevils,Delhi,"March 19 2010,",8,85,2,190
CSK,Daredevils,Delhi,"March 19 2010,",9,89,2,190
CSK,Daredevils,Delhi,"March 19 2010,",10,102,2,190
CSK,Daredevils,Delhi,"March 19 2010,",11,119,2,190
CSK,Daredevils,Delhi,"March 19 2010,",12,129,2,190
CSK,Daredevils,Delhi,"March 19 2010,",13,139,2,190
CSK,Daredevils,Delhi,"March 19 2010,",14,143,3,190
CSK,Daredevils,Delhi,"March 19 2010,",15,153,3,190
CSK,Daredevils,Delhi,"March 19 2010,",16,156,4,190
CSK,Daredevils,Delhi,"March 19 2010,",17,167,4,190
CSK,Daredevils,Delhi,"March 19 2010,",18,170,5,190
CSK,Daredevils,Delhi,"March 19 2010,",19,184,5,190
CSK,Daredevils,Delhi,"March 19 2010,",20,190,5,190
RR,RCB,Bengaluru,"March 18 2010,",1,7,0,92
RR,RCB,Bengaluru,"March 18 2010,",2,14,0,92
RR,RCB,Bengaluru,"March 18 2010,",3,17,0,92
RR,RCB,Bengaluru,"March 18 2010,",4,20,0,92
RR,RCB,Bengaluru,"March 18 2010,",5,27,0,92
RR,RCB,Bengaluru,"March 18 2010,",6,31,1,92
RR,RCB,Bengaluru,"March 18 2010,",7,33,2,92
RR,RCB,Bengaluru,"March 18 2010,",8,39,3,92
RR,RCB,Bengaluru,"March 18 2010,",9,43,3,92
RR,RCB,Bengaluru,"March 18 2010,",10,45,3,92
RR,RCB,Bengaluru,"March 18 2010,",11,49,3,92
RR,RCB,Bengaluru,"March 18 2010,",12,62,3,92
RR,RCB,Bengaluru,"March 18 2010,",13,68,3,92
RR,RCB,Bengaluru,"March 18 2010,",14,75,3,92
RR,RCB,Bengaluru,"March 18 2010,",15,78,4,92
RR,RCB,Bengaluru,"March 18 2010,",16,80,4,92
RR,RCB,Bengaluru,"March 18 2010,",17,85,7,92
RR,RCB,Bengaluru,"March 18 2010,",18,88,7,92
RR,RCB,Bengaluru,"March 18 2010,",19,91,7,92
RR,RCB,Bengaluru,"March 18 2010,",20,92,1,92
RCB,RR,Bengaluru,"March 18 2010,",1,12,0,93
RCB,RR,Bengaluru,"March 18 2010,",2,32,0,93
RCB,RR,Bengaluru,"March 18 2010,",3,35,0,93
RCB,RR,Bengaluru,"March 18 2010,",4,44,0,93
RCB,RR,Bengaluru,"March 18 2010,",5,52,0,93
RCB,RR,Bengaluru,"March 18 2010,",6,59,0,93
RCB,RR,Bengaluru,"March 18 2010,",7,62,0,93
RCB,RR,Bengaluru,"March 18 2010,",8,67,0,93
RCB,RR,Bengaluru,"March 18 2010,",9,85,0,93
RCB,RR,Bengaluru,"March 18 2010,",10,90,0,93
RCB,RR,Bengaluru,"March 18 2010,",11,93,0,93
MI,Daredevils,Delhi,"March 17 2010,",1,12,0,218
MI,Daredevils,Delhi,"March 17 2010,",2,22,0,218
MI,Daredevils,Delhi,"March 17 2010,",3,29,0,218
MI,Daredevils,Delhi,"March 17 2010,",4,46,1,218
MI,Daredevils,Delhi,"March 17 2010,",5,56,1,218
MI,Daredevils,Delhi,"March 17 2010,",6,67,1,218
MI,Daredevils,Delhi,"March 17 2010,",7,80,2,218
MI,Daredevils,Delhi,"March 17 2010,",8,88,2,218
MI,Daredevils,Delhi,"March 17 2010,",9,98,2,218
MI,Daredevils,Delhi,"March 17 2010,",10,112,2,218
MI,Daredevils,Delhi,"March 17 2010,",11,122,3,218
MI,Daredevils,Delhi,"March 17 2010,",12,125,3,218
MI,Daredevils,Delhi,"March 17 2010,",13,136,3,218
MI,Daredevils,Delhi,"March 17 2010,",14,151,3,218
MI,Daredevils,Delhi,"March 17 2010,",15,165,3,218
MI,Daredevils,Delhi,"March 17 2010,",16,174,3,218
MI,Daredevils,Delhi,"March 17 2010,",17,187,3,218
MI,Daredevils,Delhi,"March 17 2010,",18,198,4,218
MI,Daredevils,Delhi,"March 17 2010,",19,206,5,218
MI,Daredevils,Delhi,"March 17 2010,",20,218,7,218
Daredevils,MI,Delhi,"March 17 2010,",1,13,0,120
Daredevils,MI,Delhi,"March 17 2010,",2,25,0,120
Daredevils,MI,Delhi,"March 17 2010,",3,33,0,120
Daredevils,MI,Delhi,"March 17 2010,",4,43,1,120
Daredevils,MI,Delhi,"March 17 2010,",5,49,1,120
Daredevils,MI,Delhi,"March 17 2010,",6,56,1,120
Daredevils,MI,Delhi,"March 17 2010,",7,62,3,120
Daredevils,MI,Delhi,"March 17 2010,",8,75,3,120
Daredevils,MI,Delhi,"March 17 2010,",9,80,4,120
Daredevils,MI,Delhi,"March 17 2010,",10,84,5,120
Daredevils,MI,Delhi,"March 17 2010,",11,102,5,120
Daredevils,MI,Delhi,"March 17 2010,",12,112,6,120
Daredevils,MI,Delhi,"March 17 2010,",13,115,7,120
Daredevils,MI,Delhi,"March 17 2010,",14,117,8,120
Daredevils,MI,Delhi,"March 17 2010,",15,119,8,120
Daredevils,MI,Delhi,"March 17 2010,",16,120,8,120
Daredevils,MI,Delhi,"March 17 2010,",17,120,1,120
CSK,KKR,Eden Gardens,"March 16 2010,",1,1,0,164
CSK,KKR,Eden Gardens,"March 16 2010,",2,10,0,164
CSK,KKR,Eden Gardens,"March 16 2010,",3,16,0,164
CSK,KKR,Eden Gardens,"March 16 2010,",4,18,1,164
CSK,KKR,Eden Gardens,"March 16 2010,",5,22,1,164
CSK,KKR,Eden Gardens,"March 16 2010,",6,31,1,164
CSK,KKR,Eden Gardens,"March 16 2010,",7,41,1,164
CSK,KKR,Eden Gardens,"March 16 2010,",8,48,1,164
CSK,KKR,Eden Gardens,"March 16 2010,",9,55,2,164
CSK,KKR,Eden Gardens,"March 16 2010,",10,59,3,164
CSK,KKR,Eden Gardens,"March 16 2010,",11,64,3,164
CSK,KKR,Eden Gardens,"March 16 2010,",12,68,3,164
CSK,KKR,Eden Gardens,"March 16 2010,",13,77,3,164
CSK,KKR,Eden Gardens,"March 16 2010,",14,81,3,164
CSK,KKR,Eden Gardens,"March 16 2010,",15,96,3,164
CSK,KKR,Eden Gardens,"March 16 2010,",16,103,3,164
CSK,KKR,Eden Gardens,"March 16 2010,",17,115,3,164
CSK,KKR,Eden Gardens,"March 16 2010,",18,131,3,164
CSK,KKR,Eden Gardens,"March 16 2010,",19,148,3,164
CSK,KKR,Eden Gardens,"March 16 2010,",20,164,3,164
KKR,CSK,Eden Gardens,"March 16 2010,",1,0,1,109
KKR,CSK,Eden Gardens,"March 16 2010,",2,10,2,109
KKR,CSK,Eden Gardens,"March 16 2010,",3,17,2,109
KKR,CSK,Eden Gardens,"March 16 2010,",4,29,2,109
KKR,CSK,Eden Gardens,"March 16 2010,",5,34,3,109
KKR,CSK,Eden Gardens,"March 16 2010,",6,45,3,109
KKR,CSK,Eden Gardens,"March 16 2010,",7,49,4,109
KKR,CSK,Eden Gardens,"March 16 2010,",8,54,4,109
KKR,CSK,Eden Gardens,"March 16 2010,",9,61,5,109
KKR,CSK,Eden Gardens,"March 16 2010,",10,67,5,109
KKR,CSK,Eden Gardens,"March 16 2010,",11,71,6,109
KKR,CSK,Eden Gardens,"March 16 2010,",12,78,6,109
KKR,CSK,Eden Gardens,"March 16 2010,",13,82,7,109
KKR,CSK,Eden Gardens,"March 16 2010,",14,84,8,109
KKR,CSK,Eden Gardens,"March 16 2010,",15,90,9,109
KKR,CSK,Eden Gardens,"March 16 2010,",16,97,9,109
KKR,CSK,Eden Gardens,"March 16 2010,",17,100,9,109
KKR,CSK,Eden Gardens,"March 16 2010,",18,103,9,109
KKR,CSK,Eden Gardens,"March 16 2010,",19,109,9,109
KKR,CSK,Eden Gardens,"March 16 2010,",20,109,1,109
Kings XI,RCB,Bengaluru,"March 16 2010,",1,1,0,203
Kings XI,RCB,Bengaluru,"March 16 2010,",2,10,0,203
Kings XI,RCB,Bengaluru,"March 16 2010,",3,18,0,203
Kings XI,RCB,Bengaluru,"March 16 2010,",4,26,0,203
Kings XI,RCB,Bengaluru,"March 16 2010,",5,35,0,203
Kings XI,RCB,Bengaluru,"March 16 2010,",6,50,0,203
Kings XI,RCB,Bengaluru,"March 16 2010,",7,55,0,203
Kings XI,RCB,Bengaluru,"March 16 2010,",8,60,0,203
Kings XI,RCB,Bengaluru,"March 16 2010,",9,73,0,203
Kings XI,RCB,Bengaluru,"March 16 2010,",10,87,0,203
